Potential (custom) / Current (µA),GR1,GR2,GR3
-0.14556884765625,1.593017578125,1.53411865234375,1.90032958984375
-0.14068603515625,1.61224365234375,1.56341552734375,1.9281005859375
-0.13580322265625,1.63665771484375,1.57806396484375,1.9546508789062498
-0.13092041015625,1.64337158203125,1.59027099609375,1.973876953125
-0.12603759765625,1.661376953125,1.61468505859375,1.9918823242187498
-0.12115478515625,1.66168212890625,1.6180419921875,2.032470703125
-0.11627197265625,1.70257568359375,1.63665771484375,2.04925537109375
-0.11138916015625,1.6998291015625,1.67327880859375,2.0843505859375
-0.10650634765625,1.7230224609375,1.69158935546875,2.105712890625
-0.10162353515625,1.74102783203125,1.69830322265625,2.1295166015625
-0.09674072265625,1.7352294921875,1.72821044921875,2.1533203125
-0.09185791015625,1.76727294921875,1.7425537109375,2.18170166015625
-0.08697509765625,1.7791748046875,1.74224853515625,2.19146728515625
-0.08209228515625,1.79229736328125,1.78314208984375,2.22503662109375
-0.07720947265625,1.810302734375,1.78802490234375,2.2479248046875
-0.07232666015625,1.82281494140625,1.8212890625,2.2662353515625
-0.06744384765625,1.8231201171875,1.82861328125,2.2955322265625
-0.06256103515625,1.849365234375,1.84600830078125,2.32330322265625
-0.05767822265625,1.8603515625,1.86553955078125,2.34466552734375
-0.05279541015625,1.87469482421875,1.87347412109375,2.38494873046875
-0.04791259765625,1.89788818359375,1.9073486328125,2.393798828125
-0.04302978515625,1.895751953125,1.9088745117187498,2.42919921875
-0.03814697265625,1.92047119140625,1.93817138671875,2.4261474609375
-0.03326416015625,1.93267822265625,1.94427490234375,2.46826171875
-0.02838134765625,1.95648193359375,1.9610595703125,2.49359130859375
-0.02349853515625,1.9586181640625,1.98150634765625,2.51220703125
-0.01861572265625,1.9863891601562498,2.00042724609375,2.54486083984375
-0.01373291015625,1.9973754882812498,2.01080322265625,2.564697265625
-0.00885009765625,2.01263427734375,2.0245361328125,2.598876953125
-0.00396728515625,2.012939453125,2.0550537109375,2.61627197265625
0.00091552734375,2.0330810546875,2.06024169921875,2.6531982421875
0.00579833984375,2.0556640625,2.0947265625,2.66632080078125
0.01068115234375,2.0648193359375,2.11181640625,2.68951416015625
0.01556396484375,2.08038330078125,2.12493896484375,2.72216796875
0.02044677734375,2.09320068359375,2.14599609375,2.74932861328125
0.02532958984375,2.10601806640625,2.17254638671875,2.78167724609375
0.03021240234375,2.13104248046875,2.17803955078125,2.8009033203125
0.03509521484375,2.13897705078125,2.20367431640625,2.8302001953125
0.03997802734375,2.16552734375,2.22869873046875,2.861328125
0.04486083984375,2.16064453125,2.24212646484375,2.88543701171875
0.04974365234375,2.19024658203125,2.2613525390625,2.91534423828125
0.05462646484375,2.2088623046875,2.2821044921875,2.9498291015625
0.05950927734375,2.23480224609375,2.303466796875,2.98736572265625
0.06439208984375,2.23602294921875,2.3162841796875,3.0145263671875
0.06927490234375,2.26409912109375,2.32635498046875,3.05419921875
0.07415771484375,2.27081298828125,2.35870361328125,3.07403564453125
0.07904052734375,2.298583984375,2.3712158203125,3.11553955078125
0.08392333984375,2.31170654296875,2.39898681640625,3.1512451171875
0.08880615234375,2.3162841796875,2.42401123046875,3.18572998046875
0.09368896484375,2.3468017578125,2.44293212890625,3.2269287109375
0.09857177734375,2.35076904296875,2.46917724609375,3.255615234375
0.10345458984375,2.39166259765625,2.49053955078125,3.302001953125
0.10833740234375,2.398681640625,2.51556396484375,3.34442138671875
0.11322021484375,2.42706298828125,2.53814697265625,3.37890625
0.11810302734375,2.43865966796875,2.5677490234375,3.41827392578125
0.12298583984375,2.4658203125,2.58026123046875,3.46282958984375
0.12786865234375,2.4957275390625,2.62054443359375,3.51898193359375
0.13275146484375,2.50030517578125,2.63763427734375,3.56048583984375
0.13763427734375,2.5433349609375,2.67547607421875,3.60870361328125
0.14251708984375,2.5439453125,2.71087646484375,3.6676025390625
0.14739990234375,2.56988525390625,2.725830078125,3.709716796875
0.15228271484375,2.6123046875,2.767333984375,3.7579345703125
0.15716552734375,2.63885498046875,2.794189453125,3.81805419921875
0.16204833984375,2.6593017578125,2.8277587890625,3.861083984375
0.16693115234375,2.684326171875,2.8582763671875,3.93768310546875
0.17181396484375,2.71942138671875,2.90374755859375,3.9987182617187504
0.17669677734375,2.73681640625,2.93243408203125,4.0740966796875
0.18157958984375,2.77252197265625,2.97576904296875,4.1448974609375
0.18646240234375,2.80670166015625,3.01727294921875,4.2144775390625
0.19134521484375,2.82928466796875,3.043212890625,4.293212890625
0.19622802734375,2.87078857421875,3.1036376953125,4.371337890625
0.20111083984375,2.91961669921875,3.12408447265625,4.45556640625
0.20599365234375,2.9571533203125,3.18756103515625,4.542236328125
0.21087646484375,2.99041748046875,3.22418212890625,4.64385986328125
0.21575927734375,3.03558349609375,3.28521728515625,4.73785400390625
0.22064208984375,3.07464599609375,3.3251953125,4.82513427734375
0.22552490234375,3.1158447265625,3.3782958984375,4.9395751953125
0.23040771484375,3.16925048828125,3.43902587890625,5.052490234375
0.23529052734375,3.2098388671875,3.5028076171875,5.16693115234375
0.24017333984375,3.26690673828125,3.5638427734375,5.26763916015625
0.24505615234375,3.31573486328125,3.63372802734375,5.40863037109375
0.24993896484375,3.3837890625,3.70208740234375,5.55511474609375
0.25482177734375,3.42620849609375,3.7615966796875,5.7025146484375
0.25970458984375,3.507080078125,3.83941650390625,5.82977294921875
0.26458740234375,3.5760498046875,3.92486572265625,6.01593017578125
0.26947021484375,3.63739013671875,4.00299072265625,6.1767578125
0.27435302734375,3.7152099609375,4.0960693359375,6.3446044921875
0.27923583984375,3.79058837890625,4.19189453125,6.5399169921875
0.28411865234375,3.875732421875,4.29046630859375,6.73828125
0.28900146484375,3.96270751953125,4.37774658203125,6.9580078125
0.29388427734375,4.05303955078125,4.49981689453125,7.1685791015625
0.29876708984375,4.144287109375,4.61761474609375,7.403564453125
0.30364990234375,4.25811767578125,4.75311279296875,7.653808593750001
0.30853271484375,4.3646240234375,4.88861083984375,7.9193115234375
0.31341552734375,4.48211669921875,5.0067138671875,8.1939697265625
0.31829833984375,4.6044921875,5.16510009765625,8.477783203125
0.32318115234375,4.739990234375,5.30364990234375,8.7921142578125
0.32806396484375,4.87274169921875,5.474853515625,9.130859375
0.33294677734375,5.0146484375,5.65277099609375,9.4696044921875
0.33782958984375,5.1763916015625,5.836181640625,9.8480224609375
0.34271240234375,5.3179931640625,6.0247802734375,10.2081298828125
0.34759521484375,5.49835205078125,6.21337890625,10.626220703125
0.35247802734375,5.67138671875,6.4422607421875,11.0198974609375
0.35736083984375,5.8734130859375,6.6619873046875,11.4654541015625
0.36224365234375,6.06781005859375,6.9000244140625,11.92626953125
0.36712646484375,6.2774658203125,7.135009765625,12.4053955078125
0.37200927734375,6.488037109375,7.403564453125,12.9119873046875
0.37689208984375,6.7138671875,7.659912109375,13.4307861328125
0.38177490234375,6.9580078125,7.943725585937499,13.97705078125
0.38665771484375,7.208251953125,8.2427978515625,14.55078125
0.39154052734375,7.45849609375,8.514404296875,15.1336669921875
0.39642333984375,7.730102539062501,8.8470458984375,15.707397460937502
0.40130615234375,7.989501953124999,9.1552734375,16.34521484375
0.40618896484375,8.294677734375,9.4879150390625,16.9891357421875
0.41107177734375,8.563232421875,9.832763671875,17.6513671875
0.41595458984375,8.8623046875,10.1715087890625,18.3135986328125
0.42083740234375,9.1583251953125,10.5255126953125,18.994140625
0.42572021484375,9.4757080078125,10.8795166015625,19.6868896484375
0.43060302734375,9.783935546875,11.248779296875,20.37353515625
0.43548583984375,10.089111328125,11.614990234375,21.08154296875
0.44036865234375,10.4034423828125,11.9964599609375,21.7803955078125
0.44525146484375,10.7269287109375,12.359619140625,22.503662109375
0.45013427734375,11.03515625,12.725830078125,23.2177734375
0.45501708984375,11.334228515625,13.0950927734375,23.9166259765625
0.45989990234375,11.6607666015625,13.4521484375,24.6063232421875
0.46478271484375,11.95068359375,13.8031005859375,25.274658203125
0.46966552734375,12.2589111328125,14.1571044921875,25.93994140625
0.47454833984375,12.5396728515625,14.5050048828125,26.605224609375
0.47943115234375,12.8387451171875,14.8162841796875,27.239990234375
0.48431396484375,13.104248046875,15.1611328125,27.850341796875
0.48919677734375,13.372802734375,15.460205078125002,28.4454345703125
0.49407958984375,13.6383056640625,15.768432617187502,29.0618896484375
0.49896240234375,13.8916015625,16.0552978515625,29.6051025390625
0.50384521484375,14.1326904296875,16.3482666015625,30.145263671875
0.50872802734375,14.3585205078125,16.6168212890625,30.70068359375
0.51361083984375,14.58740234375,16.8670654296875,31.2042236328125
0.51849365234375,14.7857666015625,17.1356201171875,31.689453125
0.52337646484375,14.996337890625,17.3370361328125,32.1685791015625
0.52825927734375,15.1702880859375,17.559814453125,32.58056640625
0.53314208984375,15.3564453125,17.7734375,33.0291748046875
0.53802490234375,15.5303955078125,17.9656982421875,33.4381103515625
0.54290771484375,15.68603515625,18.1365966796875,33.8348388671875
0.54779052734375,15.8447265625,18.3074951171875,34.2193603515625
0.55267333984375,15.982055664062502,18.4722900390625,34.5733642578125
0.55755615234375,16.1041259765625,18.6065673828125,34.9334716796875
0.56243896484375,16.2200927734375,18.7469482421875,35.235595703125
0.56732177734375,16.3421630859375,18.865966796875,35.5621337890625
0.57220458984375,16.4337158203125,18.9788818359375,35.8673095703125
0.57708740234375,16.5435791015625,19.073486328125,36.1602783203125
0.58197021484375,16.6259765625,19.1680908203125,36.419677734375
0.58685302734375,16.7022705078125,19.244384765625,36.663818359375
0.59173583984375,16.778564453125,19.305419921875,36.9110107421875
0.59661865234375,16.8426513671875,19.378662109375,37.1490478515625
0.60150146484375,16.9097900390625,19.415283203125,37.3748779296875
0.60638427734375,16.9525146484375,19.4610595703125,37.567138671875
0.61126708984375,16.9952392578125,19.488525390625,37.7838134765625
0.61614990234375,17.0562744140625,19.5068359375,37.9425048828125
0.62103271484375,17.0806884765625,19.5281982421875,38.1256103515625
0.62591552734375,17.1173095703125,19.5465087890625,38.3056640625
0.63079833984375,17.132568359375,19.5281982421875,38.446044921875
0.63568115234375,17.1600341796875,19.512939453125,38.5894775390625
0.64056396484375,17.1478271484375,19.512939453125,38.70849609375
0.64544677734375,17.1661376953125,19.482421875,38.8275146484375
0.65032958984375,17.1630859375,19.4366455078125,38.9190673828125
0.65521240234375,17.1478271484375,19.4061279296875,39.007568359375
0.66009521484375,17.1600341796875,19.354248046875,39.0960693359375
0.66497802734375,17.12646484375,19.293212890625,39.166259765625
0.66986083984375,17.1173095703125,19.2291259765625,39.215087890625
0.67474365234375,17.083740234375,19.1802978515625,39.2547607421875
0.67962646484375,17.0623779296875,19.091796875,39.300537109375
0.68450927734375,17.0257568359375,19.024658203125,39.3218994140625
0.68939208984375,16.9891357421875,18.93310546875,39.3463134765625
0.69427490234375,16.9647216796875,18.8446044921875,39.3524169921875
0.69915771484375,16.900634765625,18.756103515625,39.34326171875
0.70404052734375,16.8609619140625,18.6614990234375,39.3280029296875
0.70892333984375,16.80908203125,18.560791015625,39.3218994140625
0.71380615234375,16.754150390625,18.45703125,39.2791748046875
0.71868896484375,16.680908203125,18.365478515625,39.2333984375
0.72357177734375,16.632080078125,18.243408203125,39.1998291015625
0.72845458984375,16.56494140625,18.1427001953125,39.14794921875
0.73333740234375,16.4947509765625,18.0084228515625,39.09912109375
0.73822021484375,16.424560546875,17.901611328125,39.0167236328125
0.74310302734375,16.3360595703125,17.78564453125,38.9495849609375
0.74798583984375,16.2811279296875,17.6727294921875,38.8702392578125
0.75286865234375,16.192626953125,17.559814453125,38.7969970703125
0.75775146484375,16.119384765625,17.4224853515625,38.702392578125
0.76263427734375,16.0247802734375,17.3095703125,38.6199951171875
0.76751708984375,15.945434570312498,17.1875,38.5284423828125
0.77239990234375,15.8477783203125,17.047119140625,38.4307861328125
0.77728271484375,15.7501220703125,16.912841796875,38.3270263671875
0.78216552734375,15.66162109375,16.7633056640625,38.226318359375
0.78704833984375,15.551757812500002,16.6473388671875,38.12255859375
0.79193115234375,15.46630859375,16.50390625,38.0126953125
0.79681396484375,15.3778076171875,16.357421875,37.890625
0.80169677734375,15.2618408203125,16.204833984375,37.7716064453125
0.80657958984375,15.167236328125,16.0736083984375,37.63427734375
0.81146240234375,15.081787109375,15.921020507812502,37.5335693359375
0.81634521484375,14.9749755859375,15.7745361328125,37.41455078125
0.82122802734375,14.8712158203125,15.6219482421875,37.2772216796875
0.82611083984375,14.788818359375,15.472412109375,37.1368408203125
0.83099365234375,14.678955078125,15.325927734375,37.01171875
0.83587646484375,14.5965576171875,15.17333984375,36.865234375
0.84075927734375,14.51416015625,15.0390625,36.7279052734375
0.84564208984375,14.410400390625,14.874267578125,36.5936279296875
0.85052490234375,14.312744140625,14.7491455078125,36.4410400390625
0.85540771484375,14.2181396484375,14.5965576171875,36.2762451171875
0.86029052734375,14.1326904296875,14.46533203125,36.126708984375
0.86517333984375,14.0350341796875,14.3310546875,35.9588623046875
0.87005615234375,13.9495849609375,14.1845703125,35.77880859375
0.87493896484375,13.836669921875,14.0625,35.6201171875
0.87982177734375,13.7603759765625,13.922119140625,35.443115234375
0.88470458984375,13.65966796875,13.7939453125,35.260009765625
0.88958740234375,13.580322265625,13.6627197265625,35.089111328125
0.89447021484375,13.4765625,13.531494140625,34.893798828125
0.89935302734375,13.372802734375,13.3941650390625,34.6954345703125
0.90423583984375,13.2904052734375,13.2965087890625,34.5062255859375
0.90911865234375,13.18359375,13.1744384765625,34.2987060546875
0.91400146484375,13.1103515625,13.0401611328125,34.0850830078125
0.91888427734375,13.006591796875,12.945556640625,33.8623046875
0.92376708984375,12.90283203125,12.82958984375,33.6334228515625
0.92864990234375,12.811279296875,12.725830078125,33.4075927734375
0.93353271484375,12.7105712890625,12.6068115234375,33.19091796875
0.93841552734375,12.6068115234375,12.506103515625,32.9437255859375
0.94329833984375,12.4969482421875,12.40234375,32.71484375
0.94818115234375,12.40234375,12.2955322265625,32.452392578125
0.95306396484375,12.310791015625,12.213134765625,32.2052001953125
0.95794677734375,12.1978759765625,12.09716796875,31.958007812499996
0.96282958984375,12.1002197265625,12.0147705078125,31.683349609375
0.96771240234375,12.0025634765625,11.9140625,31.43310546875
0.97259521484375,11.8927001953125,11.8255615234375,31.155395507812496
0.97747802734375,11.7889404296875,11.749267578125,30.8746337890625
0.98236083984375,11.688232421875,11.6485595703125,30.599975585937496
0.98724365234375,11.5631103515625,11.56005859375,30.316162109375
0.99212646484375,11.4837646484375,11.4715576171875,30.023193359375
0.99700927734375,11.3677978515625,11.395263671875,29.7210693359375
1.00189208984375,11.279296875,11.3006591796875,29.425048828125
1.00677490234375,11.1785888671875,11.24267578125,29.1229248046875
1.01165771484375,11.0931396484375,11.1572265625,28.8299560546875
1.01654052734375,10.99853515625,11.07177734375,28.50341796875
1.02142333984375,10.9130859375,10.9954833984375,28.21044921875
1.02630615234375,10.821533203125,10.92529296875,27.89306640625
1.03118896484375,10.748291015625,10.85205078125,27.593994140625
1.03607177734375,10.675048828125,10.7757568359375,27.2918701171875
1.04095458984375,10.5865478515625,10.7147216796875,26.98974609375
1.04583740234375,10.51025390625,10.63232421875,26.690673828125
1.05072021484375,10.4339599609375,10.5682373046875,26.385498046875
1.05560302734375,10.3546142578125,10.498046875,26.08642578125
1.06048583984375,10.2783203125,10.4461669921875,25.7720947265625
1.06536865234375,10.198974609375,10.3729248046875,25.4730224609375
1.07025146484375,10.137939453125,10.302734375,25.1739501953125
1.07513427734375,10.05859375,10.2386474609375,24.86572265625
1.08001708984375,9.99755859375,10.1806640625,24.57275390625
1.08489990234375,9.9365234375,10.1348876953125,24.27978515625
1.08978271484375,9.8663330078125,10.0738525390625,23.9715576171875
1.09466552734375,9.796142578125,10.0250244140625,23.651123046875
1.09954833984375,9.7412109375,9.979248046875,23.37646484375
1.10443115234375,9.6954345703125,9.92431640625,23.0621337890625
1.10931396484375,9.6282958984375,9.8876953125,22.7691650390625
1.11419677734375,9.5672607421875,9.832763671875,22.47314453125
1.11907958984375,9.515380859375,9.796142578125,22.1771240234375
1.12396240234375,9.4635009765625,9.765625,21.875
1.12884521484375,9.417724609375,9.7381591796875,21.56982421875
1.13372802734375,9.36279296875,9.6893310546875,21.2890625
1.13861083984375,9.31396484375,9.66796875,21.0052490234375
1.14349365234375,9.2681884765625,9.6405029296875,20.7305908203125
1.14837646484375,9.228515625,9.6160888671875,20.4803466796875
1.15325927734375,9.161376953125,9.5947265625,20.1995849609375
1.15814208984375,9.1217041015625,9.576416015625,19.9432373046875
1.16302490234375,9.075927734375,9.564208984375,19.6746826171875
1.16790771484375,9.0362548828125,9.5367431640625,19.43359375
1.17279052734375,8.9813232421875,9.539794921875,19.1558837890625
1.17767333984375,8.9385986328125,9.527587890625,18.9056396484375
1.18255615234375,8.880615234375,9.5306396484375,18.6492919921875
1.18743896484375,8.8409423828125,9.5245361328125,18.3807373046875
1.19232177734375,8.80126953125,9.515380859375,18.1365966796875
1.19720458984375,8.7646484375,9.5184326171875,17.8863525390625
1.20208740234375,8.721923828125,9.50927734375,17.6361083984375
1.20697021484375,8.6761474609375,9.521484375,17.3980712890625
1.21185302734375,8.642578125,9.5245361328125,17.1783447265625
1.21673583984375,8.60595703125,9.521484375,16.9403076171875
1.22161865234375,8.563232421875,9.5245361328125,16.73583984375
1.22650146484375,8.538818359375,9.53369140625,16.54052734375
1.23138427734375,8.5052490234375,9.5428466796875,16.375732421875
1.23626708984375,8.4869384765625,9.5367431640625,16.2109375
1.24114990234375,8.4747314453125,9.539794921875,16.07666015625
1.24603271484375,8.465576171875,9.5550537109375,15.9423828125
1.25091552734375,8.4564208984375,9.564208984375,15.814208984375
1.25579833984375,8.4442138671875,9.564208984375,15.701293945312498
1.26068115234375,8.447265625,9.5916748046875,15.5914306640625
1.26556396484375,8.43505859375,9.5916748046875,15.4693603515625
1.27044677734375,8.447265625,9.619140625,15.359497070312498
1.27532958984375,8.441162109375,9.637451171875,15.2618408203125
1.28021240234375,8.441162109375,9.649658203125,15.167236328125
1.28509521484375,8.447265625,9.6710205078125,15.0634765625
1.28997802734375,8.465576171875,9.661865234375,15.00244140625
1.29486083984375,8.45947265625,9.698486328125,14.90478515625
1.29974365234375,8.4564208984375,9.710693359375,14.85595703125
1.30462646484375,8.4716796875,9.710693359375,14.7857666015625
1.30950927734375,8.4716796875,9.735107421875,14.7552490234375
1.31439208984375,8.4808349609375,9.7442626953125,14.7125244140625
1.31927490234375,8.4869384765625,9.7686767578125,14.68505859375
1.32415771484375,8.49609375,9.7625732421875,14.666748046875
1.32904052734375,8.50830078125,9.7808837890625,14.630126953125
1.33392333984375,8.5235595703125,9.7625732421875,14.63623046875
1.33880615234375,8.5205078125,9.77783203125,14.617919921875
1.34368896484375,8.538818359375,9.7808837890625,14.599609375
1.34857177734375,8.551025390625,9.7747802734375,14.6148681640625
1.35345458984375,8.5601806640625,9.8052978515625,14.617919921875
1.35833740234375,8.587646484375,9.808349609375,14.599609375
