Title:,Title
Potential,Current
-0.192565918,-0.0806379
-0.190124512,-0.0776967
-0.187683105,-0.0754908
-0.185241699,-0.0732849
-0.182800293,-0.0715692
-0.180358887,-0.0698535
-0.17791748,-0.0683829
-0.175476074,-0.0669123
-0.173034668,-0.0656868
-0.170593262,-0.0642162
-0.168151855,-0.0629907
-0.165710449,-0.0617652
-0.163269043,-0.0605397
-0.160827637,-0.0593142
-0.15838623,-0.0580887
-0.155944824,-0.0571083
-0.153503418,-0.0558828
-0.151062012,-0.0549024
-0.148620605,-0.0536769
-0.146179199,-0.0526965
-0.143737793,-0.0517161
-0.141296387,-0.0504906
-0.13885498,-0.0495102
-0.136413574,-0.0485298
-0.133972168,-0.0475494
-0.131530762,-0.0463239
-0.129089355,-0.0453435
-0.126647949,-0.0446082
-0.124206543,-0.0436278
-0.121765137,-0.0426474
-0.11932373,-0.0414219
-0.116882324,-0.0406866
-0.114440918,-0.0397062
-0.111999512,-0.0387258
-0.109558105,-0.0377454
-0.107116699,-0.036765
-0.104675293,-0.0360297
-0.102233887,-0.0350493
-0.09979248,-0.0340689
-0.097351074,-0.0330885
-0.094909668,-0.0321081
-0.092468262,-0.0311277
-0.090026855,-0.0301473
-0.087585449,-0.029412
-0.085144043,-0.0284316
-0.082702637,-0.0276963
-0.08026123,-0.0267159
-0.077819824,-0.0257355
-0.075378418,-0.0250002
-0.072937012,-0.02397078
-0.070495605,-0.02306391
-0.068054199,-0.02215704
-0.065612793,-0.02117664
-0.063171387,-0.02029428
-0.06072998,-0.01950996
-0.058288574,-0.01848054
-0.055847168,-0.01784328
-0.053405762,-0.01681386
-0.050964355,-0.01590699
-0.048522949,-0.01492659
-0.046081543,-0.01419129
-0.043640137,-0.01313736
-0.04119873,-0.01232853
-0.038757324,-0.01149519
-0.036315918,-0.01068636
-0.033874512,-0.00965694
-0.031433105,-0.00889713
-0.028991699,-0.00786771
-0.026550293,-0.00698535
-0.024108887,-0.00605397
-0.02166748,-0.00517161
-0.019226074,-0.00421572
-0.016784668,-0.00355395
-0.014343262,-0.00247551
-0.011901855,-0.001647072
-0.009460449,-0.000600495
-0.007019043,0.0002245116
-0.004577637,0.001208343
-0.00213623,0.002002467
0.000305176,0.00296571
0.002746582,0.00399513
0.005187988,0.00487749
0.007629395,0.00571083
0.010070801,0.00678927
0.012512207,0.00774516
0.014953613,0.00862752
0.01739502,0.00975498
0.019836426,0.0107844
0.022277832,0.01169127
0.024719238,0.01269618
0.027160645,0.01375011
0.029602051,0.0149511
0.032043457,0.0159315
0.034484863,0.017157
0.03692627,0.01828446
0.039367676,0.01921584
0.041809082,0.02073546
0.044250488,0.02174037
0.046691895,0.02294136
0.049133301,0.0242649
0.051574707,0.0257355
0.054016113,0.026961
0.05645752,0.0284316
0.058898926,0.0299022
0.061340332,0.0313728
0.063781738,0.0328434
0.066223145,0.034314
0.068664551,0.0362748
0.071105957,0.0382356
0.073547363,0.0401964
0.07598877,0.0421572
0.078430176,0.044118
0.080871582,0.0460788
0.083312988,0.0485298
0.085754395,0.0509808
0.088195801,0.0534318
0.090637207,0.0561279
0.093078613,0.0590691
0.09552002,0.0617652
0.097961426,0.0649515
0.100402832,0.0683829
0.102844238,0.0720594
0.105285645,0.0757359
0.107727051,0.0801477
0.110168457,0.0843144
0.112609863,0.0892164
0.11505127,0.0943635
0.117492676,0.1002459
0.119934082,0.1066185
0.122375488,0.1137264
0.124816895,0.1220598
0.127258301,0.1313736
0.129699707,0.1424031
0.132141113,0.1551483
0.13458252,0.1703445
0.137023926,0.1882368
0.139465332,0.2093154
0.141906738,0.2335803
0.144348145,0.259776588
0.146789551,0.286776804
0.149230957,0.314902029
0.151672363,0.341828715
0.15411377,0.367186761
0.156555176,0.389027622
0.158996582,0.408775329
0.161437988,0.424780359
0.163879395,0.43637604
0.166320801,0.444827088
0.168762207,0.449314869
0.171203613,0.451184982
0.17364502,0.450062424
0.176086426,0.446471709
0.178527832,0.440113815
0.180969238,0.431885808
0.183410645,0.421790139
0.185852051,0.410120928
0.188293457,0.396880626
0.190734863,0.382593747
0.19317627,0.366887739
0.195617676,0.350730747
0.198059082,0.334350714
0.200500488,0.317519697
0.202941895,0.300840642
0.205383301,0.284458158
0.207824707,0.268303617
0.210266113,0.253269183
0.21270752,0.2387274
0.215148926,0.2252469
0.217590332,0.2129919
0.220031738,0.2014722
0.222473145,0.191178
0.224914551,0.1816191
0.227355957,0.1732857
0.229797363,0.1654425
0.23223877,0.1588248
0.234680176,0.1524522
0.237121582,0.1465698
0.239562988,0.1414227
0.242004395,0.1367658
0.244445801,0.1325991
0.246887207,0.1286775
0.249328613,0.1252461
0.25177002,0.1218147
0.254211426,0.1188735
0.256652832,0.1161774
0.259094238,0.1134813
0.261535645,0.1110303
0.263977051,0.1090695
0.266418457,0.1071087
0.268859863,0.1051479
0.27130127,0.1034322
0.273742676,0.1014714
0.276184082,0.1000008
0.278625488,0.0985302
0.281066895,0.0970596
0.283508301,0.0958341
0.285949707,0.0946086
0.288391113,0.0933831
0.29083252,0.0921576
0.293273926,0.0911772
0.295715332,0.0904419
0.298156738,0.0894615
0.300598145,0.0884811
0.303039551,0.0877458
0.305480957,0.0872556
0.307922363,0.0865203
0.31036377,0.0860301
0.312805176,0.0852948
0.315246582,0.0848046
0.317687988,0.0843144
0.320129395,0.0840693
0.322570801,0.0835791
0.325012207,0.083334
0.327453613,0.0830889
0.32989502,0.0828438
0.332336426,0.0825987
0.334777832,0.0825987
0.337219238,0.0823536
0.339660645,0.0823536
0.342102051,0.0821085
0.344543457,0.0821085
0.346984863,0.0818634
0.34942627,0.0818634
0.351867676,0.0818634
0.354309082,0.0818634
0.356750488,0.0818634
0.359191895,0.0818634
0.361633301,0.0818634
0.364074707,0.0816183
0.366516113,0.0816183
0.36895752,0.0816183
0.371398926,0.0816183
0.373840332,0.0813732
0.376281738,0.0813732
0.378723145,0.0811281
0.381164551,0.080883
0.383605957,0.0806379
0.386047363,0.0803928
0.38848877,0.0801477
0.390930176,0.0796575
0.393371582,0.0791673
0.395812988,0.0789222
0.398254395,0.078432
0.400695801,0.0779418
0.403137207,0.0774516
0.405578613,0.0769614
0.40802002,0.0764712
0.410461426,0.0757359
0.412902832,0.0752457
0.415344238,0.0745104
0.417785645,0.0740202
0.420227051,0.07353
0.422668457,0.0727947
0.425109863,0.0720594
0.42755127,0.0715692
0.429992676,0.0708339
0.432434082,0.0703437
0.434875488,0.0696084
0.437316895,0.0691182
0.439758301,0.068628
0.442199707,0.0681378
0.444641113,0.0676476
0.44708252,0.0671574
0.449523926,0.0666672
0.451965332,0.066177
0.454406738,0.0656868
0.456848145,0.0651966
0.459289551,0.0649515
0.461730957,0.0644613
0.464172363,0.0642162
0.46661377,0.0639711
0.469055176,0.0634809
0.471496582,0.0632358
0.473937988,0.0629907
0.476379395,0.0625005
0.478820801,0.0622554
0.481262207,0.0622554
0.483703613,0.0620103
0.48614502,0.0617652
0.488586426,0.0615201
0.491027832,0.061275
0.493469238,0.0610299
0.495910645,0.0610299
0.498352051,0.0607848
0.500793457,0.0607848
0.503234863,0.0605397
0.50567627,0.0605397
0.508117676,0.0602946
0.510559082,0.0602946
0.513000488,0.0602946
0.515441895,0.0600495
0.517883301,0.0600495
0.520324707,0.0600495
0.522766113,0.0598044
0.52520752,0.0600495
0.527648926,0.0598044
0.530090332,0.0598044
0.532531738,0.0598044
0.534973145,0.0595593
0.537414551,0.0595593
0.539855957,0.0595593
0.542297363,0.0595593
0.54473877,0.0595593
0.547180176,0.0595593
0.549621582,0.0595593
0.552062988,0.0595593
0.554504395,0.0595593
0.556945801,0.0595593
0.559387207,0.0595593
0.561828613,0.0598044
0.56427002,0.0595593
0.566711426,0.0595593
0.569152832,0.0595593
0.571594238,0.0598044
0.574035645,0.0598044
0.576477051,0.0598044
0.578918457,0.0598044
0.581359863,0.0598044
0.58380127,0.0600495
0.586242676,0.0600495
0.588684082,0.0600495
0.591125488,0.0602946
0.593566895,0.0602946
0.596008301,0.0602946
0.598449707,0.0605397
0.600891113,0.0605397
0.60333252,0.0607848
0.605773926,0.0607848
0.608215332,0.0610299
0.610656738,0.0610299
0.613098145,0.061275
0.615539551,0.061275
0.617980957,0.0615201
0.620422363,0.0615201
0.62286377,0.0617652
0.625305176,0.0620103
0.627746582,0.0622554
0.630187988,0.0625005
0.632629395,0.0625005
0.635070801,0.0627456
0.637512207,0.0629907
0.639953613,0.0632358
0.64239502,0.0634809
0.644836426,0.063726
0.647277832,0.0639711
0.649719238,0.0642162
0.652160645,0.0644613
0.654602051,0.0647064
0.657043457,0.0651966
0.659484863,0.0654417
0.66192627,0.0656868
0.664367676,0.0659319
0.666809082,0.0664221
0.669250488,0.0669123
0.671691895,0.0671574
0.674133301,0.0676476
0.676574707,0.0678927
0.679016113,0.0683829
0.68145752,0.0688731
0.683898926,0.0691182
0.686340332,0.0696084
0.688781738,0.0700986
0.691223145,0.0705888
0.693664551,0.071079
0.696105957,0.0715692
0.698547363,0.0720594
0.70098877,0.0727947
0.703430176,0.07353
0.705871582,0.0740202
0.708312988,0.0747555
0.710754395,0.0754908
0.713195801,0.0762261
0.715637207,0.0769614
0.718078613,0.0776967
0.72052002,0.078432
0.722961426,0.0794124
0.725402832,0.0801477
0.727844238,0.0811281
0.730285645,0.0821085
0.732727051,0.0830889
0.735168457,0.0843144
0.737609863,0.0855399
0.74005127,0.0865203
0.742492676,0.0875007
0.744934082,0.0887262
0.747375488,0.0901968
0.749816895,0.0914223
0.752258301,0.0928929
0.754699707,0.0946086
0.757141113,0.0958341
0.75958252,0.0973047
0.762023926,0.0987753
0.764465332,0.100491
0.766906738,0.1024518
0.769348145,0.1039224
0.771789551,0.1058832
0.774230957,0.1075989
0.776672363,0.1095597
0.77911377,0.1117656
0.781555176,0.1134813
0.783996582,0.1156872
0.786437988,0.1178931
0.788879395,0.120099
0.791320801,0.12255
0.793762207,0.1245108
0.796203613,0.1272069
0.79864502,0.1296579
0.801086426,0.1321089
0.79864502,0.107844
0.796203613,0.0936282
0.793762207,0.0828438
0.791320801,0.0737751
0.788879395,0.0656868
0.786437988,0.058824
0.783996582,0.0524514
0.781555176,0.0463239
0.77911377,0.0411768
0.776672363,0.0362748
0.774230957,0.0316179
0.771789551,0.0274512
0.769348145,0.02360313
0.766906738,0.02004918
0.764465332,0.01664229
0.762023926,0.01377462
0.75958252,0.01083342
0.757141113,0.00830889
0.754699707,0.00580887
0.752258301,0.00357846
0.749816895,0.001598052
0.747375488,-0.000286767
0.744934082,-0.001904427
0.742492676,-0.00335787
0.74005127,-0.00468141
0.737609863,-0.00580887
0.735168457,-0.00693633
0.732727051,-0.0078432
0.730285645,-0.00877458
0.727844238,-0.00919125
0.725402832,-0.00992655
0.722961426,-0.01031871
0.72052002,-0.0107844
0.718078613,-0.0110295
0.715637207,-0.01122558
0.713195801,-0.01149519
0.710754395,-0.01159323
0.708312988,-0.01159323
0.705871582,-0.01147068
0.703430176,-0.01149519
0.70098877,-0.01134813
0.698547363,-0.01125009
0.696105957,-0.01110303
0.693664551,-0.01100499
0.691223145,-0.01093146
0.688781738,-0.01066185
0.686340332,-0.01049028
0.683898926,-0.01039224
0.68145752,-0.01014714
0.679016113,-0.00992655
0.676574707,-0.01000008
0.674133301,-0.00968145
0.671691895,-0.00963243
0.669250488,-0.0095589
0.666809082,-0.00946086
0.664367676,-0.0093138
0.66192627,-0.00916674
0.659484863,-0.00924027
0.657043457,-0.00919125
0.654602051,-0.00911772
0.652160645,-0.00914223
0.649719238,-0.00914223
0.647277832,-0.00916674
0.644836426,-0.00919125
0.64239502,-0.00916674
0.639953613,-0.00919125
0.637512207,-0.0093138
0.635070801,-0.00938733
0.632629395,-0.00941184
0.630187988,-0.0095589
0.627746582,-0.00965694
0.625305176,-0.00973047
0.62286377,-0.00995106
0.620422363,-0.01002459
0.617980957,-0.01024518
0.615539551,-0.01036773
0.613098145,-0.01049028
0.610656738,-0.0105393
0.608215332,-0.01073538
0.605773926,-0.01090695
0.60333252,-0.01098048
0.600891113,-0.01120107
0.598449707,-0.01132362
0.596008301,-0.01149519
0.593566895,-0.01156872
0.591125488,-0.0117648
