Potential (mV) / Current (µA)	testset1	testset2
925.402832	-4.25	-10416.75
922.961426	-4.380000000000001	-10735.38
920.52002	-4.58	-11225.58
918.078613	-4.71	-11544.21
915.637207	-4.75	-11642.25
913.195801	-4.8	-11764.8
910.754395	-4.81	-11789.310000000001
908.312988	-4.86	-11911.86
905.871582	-4.8500000000000005	-11887.35
903.430176	-4.78	-11715.78
900.98877	-4.76	-11666.76
898.547363	-4.7299999999999995	-11593.23
896.105957	-4.64	-11372.64
893.664551	-4.55	-11152.05
891.223145	-4.470000000000001	-10955.970000000001
888.781738	-4.4399999999999995	-10882.44
886.340332	-4.380000000000001	-10735.38
883.898926	-4.289999999999999	-10514.789999999999
881.45752	-4.1899999999999995	-10269.69
879.016113	-4.15	-10171.650000000001
876.574707	-4.07	-9975.57
874.133301	-4.01	-9828.51
871.691895	-4.0	-9804.0
869.250488	-3.89	-9534.39
866.809082	-3.8800000000000003	-9509.88
864.3676760000001	-3.82	-9362.820000000002
861.92627	-3.77	-9240.27
859.484863	-3.75	-9191.25
857.043457	-3.75	-9191.25
854.6020510000001	-3.73	-9142.23
852.160645	-3.71	-9093.21
849.719238	-3.7199999999999998	-9117.72
847.277832	-3.71	-9093.21
844.8364260000001	-3.7000000000000006	-9068.7
842.39502	-3.7199999999999998	-9117.72
839.953613	-3.75	-9191.25
837.512207	-3.77	-9240.27
835.0708010000001	-3.8	-9313.8
832.629395	-3.79	-9289.29
830.187988	-3.8600000000000003	-9460.86
827.746582	-3.89	-9534.39
825.3051760000001	-3.9099999999999997	-9583.41
822.86377	-3.9899999999999998	-9779.49
820.422363	-4.02	-9853.02
817.980957	-4.1	-10049.1
815.5395510000001	-4.13	-10122.630000000001
813.098145	-4.18	-10245.18
810.656738	-4.220000000000001	-10343.22
808.215332	-4.279999999999999	-10490.279999999999
805.7739260000001	-4.33	-10612.83
803.33252	-4.390000000000001	-10759.89
800.891113	-4.470000000000001	-10955.970000000001
798.449707	-4.49	-11004.99
796.0083010000001	-4.5600000000000005	-11176.56
793.566895	-4.63	-11348.13
791.125488	-4.65	-11397.15
788.684082	-4.72	-11568.72
786.2426760000001	-4.78	-11715.78
783.80127	-4.83	-11838.33
781.359863	-4.89	-11985.39
778.918457	-4.94	-12107.939999999999
776.4770510000001	-5.0	-12255.0
774.035645	-5.06	-12402.06
771.594238	-5.11	-12524.61
769.152832	-5.17	-12671.67
766.7114260000001	-5.26	-12892.259999999998
764.27002	-5.29	-12965.789999999999
761.828613	-5.33	-13063.83
759.387207	-5.34	-13088.34
756.9458010000001	-5.4399999999999995	-13333.44
754.504395	-5.5	-13480.500000000002
752.062988	-5.52	-13529.52
749.621582	-5.6	-13725.599999999999
747.1801760000001	-5.6899999999999995	-13946.19
744.73877	-5.71	-13995.21
742.297363	-5.75	-14093.25
739.855957	-5.79	-14191.29
737.4145510000001	-5.859999999999999	-14362.86
734.973145	-5.92	-14509.92
732.531738	-5.96	-14607.96
730.090332	-6.04	-14804.039999999999
727.6489260000001	-6.05	-14828.55
725.20752	-6.12	-15000.12
722.766113	-6.15	-15073.65
720.324707	-6.19	-15171.69
717.8833010000001	-6.3	-15441.299999999997
715.441895	-6.34	-15539.34
713.000488	-6.409999999999999	-15710.910000000002
710.559082	-6.45	-15808.949999999999
708.1176760000001	-6.5200000000000005	-15980.520000000002
705.67627	-6.569999999999999	-16103.07
703.2348629999999	-6.63	-16250.130000000001
700.793457	-6.680000000000001	-16372.68
698.3520510000001	-6.74	-16519.74
695.9106449999999	-6.81	-16691.31
693.4692379999999	-6.88	-16862.88
691.027832	-6.92	-16960.920000000002
688.5864260000001	-6.99	-17132.49
686.1450199999999	-7.0600000000000005	-17304.06
683.7036129999999	-7.130000000000001	-17475.629999999997
681.262207	-7.21	-17671.71
678.8208010000001	-7.24	-17745.239999999998
676.3793949999999	-7.34	-17990.34
673.9379879999999	-7.41	-18161.91
671.496582	-7.48	-18333.48
669.0551760000001	-7.56	-18529.56
666.6137699999999	-7.63	-18701.13
664.1723629999999	-7.720000000000001	-18921.72
661.730957	-7.819999999999999	-19166.82
659.2895510000001	-7.890000000000001	-19338.39
656.8481449999999	-8.0	-19608.0
654.4067379999999	-8.11	-19877.61
651.965332	-8.18	-20049.18
649.5239260000001	-8.31	-20367.81
647.0825199999999	-8.4	-20588.4
644.6411129999999	-8.53	-20907.03
642.199707	-8.67	-21250.17
639.7583010000001	-8.82	-21617.82
637.3168949999999	-8.950000000000001	-21936.45
634.8754879999999	-9.09	-22279.59
632.434082	-9.25	-22671.75
629.9926760000001	-9.39	-23014.89
627.5512699999999	-9.58	-23480.58
625.1098629999999	-9.77	-23946.27
622.668457	-9.95	-24387.45
620.2270510000001	-10.1	-24755.1
617.7856449999999	-10.4	-25490.400000000005
615.3442379999999	-10.6	-25980.6
612.902832	-10.800000000000002	-26470.799999999996
610.4614260000001	-11.0	-26961.000000000004
608.0200199999999	-11.2	-27451.199999999997
605.5786129999999	-11.5	-28186.5
603.137207	-11.8	-28921.8
600.6958010000001	-12.0	-29412.0
598.2543949999999	-12.3	-30147.300000000003
595.8129879999999	-12.6	-30882.599999999995
593.371582	-12.799999999999999	-31372.8
590.9301760000001	-13.1	-32108.099999999995
588.4887699999999	-13.4	-32843.4
586.0473629999999	-13.699999999999998	-33578.7
583.605957	-14.000000000000002	-34314.0
581.1645510000001	-14.300000000000002	-35049.3
578.7231449999999	-14.6	-35784.6
576.2817379999999	-14.9	-36519.9
573.840332	-15.1	-37010.1
571.3989260000001	-15.399999999999999	-37745.4
568.9575199999999	-15.7	-38480.69999999999
566.5161129999999	-15.9	-38970.9
564.074707	-16.2	-39706.2
561.6333010000001	-16.4	-40196.4
559.1918949999999	-16.7	-40931.7
556.7504879999999	-16.9	-41421.899999999994
554.309082	-17.1	-41912.1
551.8676760000001	-17.3	-42402.3
549.4262699999999	-17.5	-42892.5
546.9848629999999	-17.7	-43382.700000000004
544.543457	-17.9	-43872.90000000001
542.1020510000001	-18.0	-44118.0
539.6606449999999	-18.2	-44608.2
537.2192379999999	-18.3	-44853.299999999996
534.777832	-18.4	-45098.4
532.3364260000001	-18.6	-45588.6
529.8950199999999	-18.6	-45588.6
527.453613	-18.8	-46078.8
525.012207	-18.9	-46323.9
522.5708010000001	-18.9	-46323.9
520.1293949999999	-19.0	-46569.0
517.687988	-19.2	-47059.2
515.246582	-19.2	-47059.2
512.8051760000001	-19.3	-47304.3
510.36377	-19.5	-47794.5
507.922363	-19.6	-48039.59999999999
505.480957	-19.7	-48284.7
503.039551	-19.7	-48284.7
500.598145	-19.9	-48774.9
498.156738	-20.1	-49265.1
495.715332	-20.1	-49265.1
493.273926	-20.3	-49755.3
490.83252	-20.4	-50000.4
488.391113	-20.6	-50490.600000000006
485.949707	-20.8	-50980.80000000001
483.508301	-21.0	-51471.0
481.066895	-21.2	-51961.2
478.625488	-21.3	-52206.299999999996
476.184082	-21.5	-52696.5
473.742676	-21.7	-53186.7
471.30127	-21.9	-53676.9
468.859863	-22.2	-54412.2
466.418457	-22.4	-54902.399999999994
463.977051	-22.6	-55392.59999999999
461.535645	-22.9	-56127.9
459.094238	-23.1	-56618.100000000006
456.652832	-23.4	-57353.4
454.211426	-23.6	-57843.6
451.77002	-24.0	-58824.0
449.328613	-24.2	-59314.19999999999
446.887207	-24.5	-60049.5
444.445801	-24.7	-60539.7
442.00439500000005	-25.0	-61275.0
439.562988	-25.3	-62010.3
437.121582	-25.700000000000003	-62990.7
434.680176	-26.000000000000004	-63726.00000000001
432.23877000000005	-26.2	-64216.19999999999
429.797363	-26.700000000000003	-65441.69999999999
427.355957	-27.000000000000004	-66177.0
424.914551	-27.399999999999995	-67157.4
422.47314500000005	-27.8	-68137.8
420.031738	-28.300000000000004	-69363.3
417.590332	-28.699999999999996	-70343.7
415.148926	-29.1	-71324.10000000002
412.70752000000005	-29.600000000000005	-72549.6
410.266113	-30.1	-73775.1
407.824707	-30.7	-75245.7
405.383301	-31.4	-76961.39999999998
402.94189500000005	-32.1	-78677.10000000002
400.500488	-32.7	-80147.7
398.059082	-33.4	-81863.4
395.617676	-34.2	-83824.2
393.17627000000005	-35.10000000000001	-86030.09999999999
390.734863	-36.0	-88236.0
388.293457	-37.1	-90932.1
385.852051	-38.0	-93138.0
383.41064500000005	-39.2	-96079.19999999998
380.969238	-40.4	-99020.4
378.527832	-41.7	-102206.7
376.086426	-43.0	-105393.0
373.64502000000005	-44.6	-109314.59999999999
371.203613	-46.2	-113236.20000000001
368.762207	-47.9	-117402.90000000001
366.32080099999996	-49.9	-122304.9
363.87939500000005	-51.9	-127206.89999999998
361.437988	-54.1	-132599.1
358.996582	-56.60000000000001	-138726.6
356.55517599999996	-59.3	-145344.30000000002
354.11377000000005	-61.9	-151716.9
351.672363	-65.4	-160295.4
349.230957	-68.9	-168873.9
346.78955099999996	-72.60000000000001	-177942.6
344.34814500000005	-77.1	-188972.1
341.906738	-81.8	-200491.8
339.465332	-87.89999999999999	-215442.90000000002
337.02392599999996	-95.3	-233580.3
334.58252000000005	-105.225	-257906.47500000003
332.141113	-119.629	-293210.67899999995
329.699707	-140.808	-345120.408
327.25830099999996	-169.82999999999998	-416253.32999999996
324.816895	-205.597	-503918.247
322.375488	-243.256	-596220.4560000001
319.934082	-277.37399999999997	-679843.674
317.49267599999996	-303.009	-742675.0590000001
315.05127	-315.369	-772969.419
312.609863	-311.676	-763917.8759999999
310.168457	-292.297	-716419.947
307.72705099999996	-262.05400000000003	-642294.354
305.285645	-228.516	-560092.716
302.844238	-197.845	-484918.095
300.402832	-173.00400000000002	-424032.804
297.96142599999996	-153.99200000000002	-377434.392
295.52002	-139.73999999999998	-342502.74000000005
293.078613	-128.57100000000003	-315127.521
290.637207	-119.69	-293360.19
288.19580099999996	-112.427	-275558.577
285.754395	-106.29299999999999	-260524.14299999998
283.312988	-101.044	-247658.84399999998
280.871582	-96.4	-236276.40000000002
278.43017599999996	-92.4	-226472.40000000002
275.98877	-88.8	-217648.8
273.547363	-85.6	-209805.6
271.105957	-82.7	-202697.7
268.66455099999996	-80.1	-196325.1
266.223145	-77.80000000000001	-190687.8
263.781738	-75.6	-185295.6
261.340332	-73.6	-180393.6
258.898926	-71.7	-175736.7
256.45752	-70.1	-171815.1
254.016113	-68.50000000000001	-167893.5
251.574707	-67.0	-164217.0
249.133301	-65.7	-161030.7
246.691895	-64.5	-158089.5
244.250488	-63.2	-154903.2
241.809082	-62.10000000000001	-152207.1
239.36767600000002	-61.099999999999994	-149756.1
236.92627	-60.099999999999994	-147305.10000000003
234.484863	-59.1	-144854.1
232.043457	-58.3	-142893.3
229.602051	-57.49999999999999	-140932.50000000003
227.160645	-56.7	-138971.7
224.719238	-56.00000000000001	-137256.0
222.277832	-55.20000000000001	-135295.20000000004
219.836426	-54.60000000000001	-133824.6
217.39502	-54.00000000000001	-132354.0
214.953613	-53.50000000000001	-131128.5
212.512207	-52.900000000000006	-129657.9
210.070801	-52.300000000000004	-128187.3
207.629395	-51.8	-126961.79999999999
205.187988	-51.400000000000006	-125981.4
202.746582	-50.900000000000006	-124755.90000000001
200.305176	-50.5	-123775.50000000001
197.86377	-50.0	-122550.0
195.422363	-49.70000000000001	-121814.7
192.980957	-49.3	-120834.3
190.539551	-49.0	-120099.0
188.098145	-48.599999999999994	-119118.60000000002
185.656738	-48.300000000000004	-118383.30000000002
183.215332	-47.9	-117402.90000000001
180.773926	-47.49999999999999	-116422.49999999999
178.33252	-47.4	-116177.39999999998
175.891113	-47.0	-115197.00000000001
173.449707	-46.8	-114706.8
171.008301	-46.6	-114216.60000000002
168.566895	-46.4	-113726.4
166.125488	-46.2	-113236.20000000001
163.684082	-46.0	-112746.0
161.24267600000002	-45.8	-112255.8
158.80127	-45.6	-111765.59999999999
156.359863	-45.5	-111520.5
153.918457	-45.4	-111275.4
151.477051	-45.2	-110785.19999999998
149.035645	-45.1	-110540.1
146.594238	-44.9	-110049.90000000001
144.152832	-44.8	-109804.79999999999
141.711426	-44.7	-109559.7
139.27002	-44.7	-109559.7
136.82861300000002	-44.5	-109069.5
134.387207	-44.5	-109069.5
131.945801	-44.4	-108824.4
129.504395	-44.29999999999999	-108579.30000000002
127.062988	-44.2	-108334.2
124.621582	-44.1	-108089.1
122.18017599999999	-44.1	-108089.1
119.73877	-44.0	-107844.00000000001
117.297363	-43.900000000000006	-107598.9
114.855957	-43.900000000000006	-107598.9
112.41455099999999	-43.8	-107353.8
109.973145	-43.8	-107353.8
107.531738	-43.7	-107108.7
105.090332	-43.6	-106863.6
102.64892599999999	-43.6	-106863.6
100.20752	-43.5	-106618.49999999999
97.766113	-43.5	-106618.49999999999
95.324707	-43.4	-106373.4
92.88330099999999	-43.4	-106373.4
90.441895	-43.4	-106373.4
88.000488	-43.300000000000004	-106128.3
85.559082	-43.20000000000001	-105883.19999999998
83.11767599999999	-43.20000000000001	-105883.19999999998
80.67627	-43.099999999999994	-105638.1
78.234863	-43.099999999999994	-105638.1
75.793457	-43.099999999999994	-105638.1
73.35205099999999	-43.0	-105393.0
70.91064500000002	-42.9	-105147.90000000001
68.46923800000002	-42.9	-105147.90000000001
66.02783199999999	-42.8	-104902.8
63.58642599999999	-42.8	-104902.8
61.14502000000002	-42.70000000000001	-104657.70000000001
58.70361300000002	-42.70000000000001	-104657.70000000001
56.26220699999999	-42.6	-104412.59999999999
53.82080099999999	-42.49999999999999	-104167.5
51.37939500000002	-42.4	-103922.4
48.93798800000002	-42.4	-103922.4
46.49658199999999	-42.3	-103677.30000000002
44.05517599999999	-42.3	-103677.30000000002
41.61377000000002	-42.2	-103432.19999999998
39.17236300000002	-42.10000000000001	-103187.1
36.73095699999999	-42.10000000000001	-103187.1
34.28955099999999	-42.0	-102942.0
31.848145000000017	-41.9	-102696.90000000001
29.40673800000002	-41.9	-102696.90000000001
26.96533199999999	-41.8	-102451.8
24.523926000000017	-41.7	-102206.7
22.082520000000017	-41.7	-102206.7
19.64111300000002	-41.6	-101961.60000000002
17.19970699999999	-41.5	-101716.5
14.758301000000017	-41.5	-101716.5
12.316895000000017	-41.4	-101471.4
9.875488000000018	-41.300000000000004	-101226.3
7.434081999999989	-41.2	-100981.20000000001
4.992676000000017	-41.2	-100981.20000000001
2.5512700000000166	-41.1	-100736.1
0.10986300000001847	-41.1	-100736.1
-2.3315430000000106	-41.1	-100736.1
0.10986300000001847	-37.4	-91667.4
2.5512700000000166	-35.3	-86520.29999999999
4.992676000000017	-33.699999999999996	-82598.7
7.434081999999989	-32.4	-79412.4
9.875488000000018	-31.3	-76716.3
12.316895000000017	-30.299999999999997	-74265.3
14.758301000000017	-29.4	-72059.4
17.19970699999999	-28.600000000000005	-70098.6
19.64111300000002	-27.8	-68137.8
22.082520000000017	-27.1	-66422.09999999999
24.523926000000017	-26.400000000000002	-64706.399999999994
26.96533199999999	-25.8	-63235.80000000001
29.40673800000002	-25.1	-61520.1
31.848145000000017	-24.5	-60049.5
34.28955099999999	-24.0	-58824.0
36.73095699999999	-23.4	-57353.4
39.17236300000002	-22.9	-56127.9
41.61377000000002	-22.3	-54657.299999999996
44.05517599999999	-21.8	-53431.8
46.49658199999999	-21.3	-52206.299999999996
48.93798800000002	-20.8	-50980.80000000001
51.37939500000002	-20.3	-49755.3
53.82080099999999	-19.9	-48774.9
56.26220699999999	-19.4	-47549.40000000001
58.70361300000002	-19.0	-46569.0
61.14502000000002	-18.5	-45343.5
63.58642599999999	-18.1	-44363.1
66.02783199999999	-17.6	-43137.6
68.46923800000002	-17.2	-42157.19999999999
70.91064500000002	-16.8	-41176.8
73.35205099999999	-16.4	-40196.4
75.793457	-16.0	-39216.0
78.234863	-15.6	-38235.6
80.67627	-15.2	-37255.2
83.11767599999999	-14.800000000000002	-36274.8
85.559082	-14.300000000000002	-35049.3
88.000488	-14.000000000000002	-34314.0
90.441895	-13.6	-33333.6
92.88330099999999	-13.200000000000001	-32353.199999999997
95.324707	-12.799999999999999	-31372.8
97.766113	-12.5	-30637.5
100.20752	-12.1	-29657.099999999995
102.64892599999999	-11.7	-28676.7
105.090332	-11.4	-27941.399999999998
107.531738	-10.9	-26715.9
109.973145	-10.6	-25980.6
112.41455099999999	-10.3	-25245.300000000003
114.855957	-9.88	-24215.879999999997
117.297363	-9.53	-23358.03
119.73877	-9.15	-22426.649999999998
122.18017599999999	-8.86	-21715.86
124.621582	-8.49	-20808.989999999998
127.062988	-8.16	-20000.16
129.504395	-7.760000000000001	-19019.76
131.945801	-7.42	-18186.42
134.387207	-7.09	-17377.589999999997
136.82861300000002	-6.76	-16568.76
139.27002	-6.409999999999999	-15710.910000000002
141.711426	-6.11	-14975.61
144.152832	-5.75	-14093.25
146.594238	-5.400000000000001	-13235.399999999998
149.035645	-5.1	-12500.1
151.477051	-4.7299999999999995	-11593.23
153.918457	-4.390000000000001	-10759.89
156.359863	-4.05	-9926.55
158.80127	-3.7199999999999998	-9117.72
161.24267600000002	-3.4	-8333.4
163.684082	-3.08	-7549.08
166.125488	-2.76	-6764.76
168.566895	-2.39	-5857.89
171.008301	-2.0700000000000003	-5073.570000000001
173.449707	-1.74	-4264.740000000001
175.891113	-1.4300000000000002	-3504.93
178.33252	-1.0499999999999998	-2573.55
180.773926	-0.755	-1850.5049999999999
183.215332	-0.41100000000000003	-1007.361
185.656738	-0.06559999999999999	-160.7856
188.098145	0.29400000000000004	720.5939999999999
190.539551	0.557	1365.207
192.980957	0.958	2348.058
195.422363	1.26	3088.2599999999998
197.86377	1.56	3823.56
200.305176	1.95	4779.45
202.746582	2.25	5514.75
205.187988	2.61	6397.11
207.629395	2.9699999999999998	7279.469999999999
210.070801	3.18	7794.18
212.512207	3.66	8970.66
214.953613	3.97	9730.47
217.39502	4.35	10661.85
219.836426	4.63	11348.13
222.277832	5.04	12353.039999999999
224.719238	5.42	13284.42
227.160645	5.79	14191.29
229.602051	6.22	15245.220000000001
232.043457	6.58	16127.579999999998
234.484863	6.95	17034.45
236.92627	7.34	17990.34
239.36767600000002	7.760000000000001	19019.76
241.809082	8.24	20196.24
244.250488	8.610000000000001	21103.11
246.691895	9.02	22108.02
249.133301	9.5	23284.5
251.574707	9.969999999999999	24436.469999999998
254.016113	10.4	25490.400000000005
256.45752	10.9	26715.9
258.898926	11.4	27941.399999999998
261.340332	11.900000000000002	29166.9
263.781738	12.5	30637.5
266.223145	13.200000000000001	32353.199999999997
268.66455099999996	13.800000000000002	33823.80000000001
271.105957	14.2	34804.2
273.547363	14.999999999999998	36765.0
275.98877	15.6	38235.6
278.43017599999996	16.4	40196.4
280.871582	17.1	41912.1
283.312988	17.9	43872.90000000001
285.754395	18.7	45833.7
288.19580099999996	19.5	47794.5
290.637207	20.4	50000.4
293.078613	21.4	52451.4
295.52002	22.4	54902.399999999994
297.96142599999996	23.4	57353.4
300.402832	24.5	60049.5
302.844238	25.700000000000003	62990.7
305.285645	27.000000000000004	66177.0
307.72705099999996	28.4	69608.4
310.168457	29.8	73039.8
312.609863	31.4	76961.39999999998
315.05127	33.2	81373.2
317.49267599999996	35.10000000000001	86030.09999999999
319.934082	37.2	91177.2
322.375488	39.6	97059.59999999999
324.816895	42.2	103432.19999999998
327.25830099999996	45.3	111030.30000000002
329.699707	49.0	120099.0
332.141113	53.3	130638.30000000002
334.58252000000005	58.3	142893.3
337.02392599999996	64.4	157844.4
339.465332	71.3	174756.3
341.906738	79.29999999999998	194364.3
344.34814500000005	88.0	215688.00000000003
346.78955099999996	97.4	238727.39999999997
349.230957	106.842	261869.74200000003
351.672363	116.241	284906.691
354.11377000000005	125.39700000000002	307348.047
356.55517599999996	133.57500000000002	327392.325
358.996582	141.41799999999998	346615.518
361.437988	148.285	363446.53500000003
363.87939500000005	154.08299999999997	377657.43299999996
366.32080099999996	159.02700000000002	389775.177
368.762207	162.903	399275.25299999997
371.203613	165.71	406155.20999999996
373.64502000000005	167.755	411167.505
376.086426	168.732	413562.13200000004
378.527832	168.82299999999998	413785.17299999995
380.969238	168.03	411841.53
383.41064500000005	166.351	407726.30100000004
385.852051	163.727	401294.87700000004
388.293457	160.49200000000002	393365.89200000005
390.734863	156.525	383642.77499999997
393.17627000000005	151.947	372422.097
395.617676	146.759	359706.309
398.059082	141.144	345943.944
400.500488	135.22299999999998	331431.57300000003
402.94189500000005	129.059	316323.609
405.383301	122.559	300392.10899999994
407.824707	116.089	284534.13899999997
410.266113	109.49700000000001	268377.147
412.70752000000005	103.17999999999999	252894.18000000002
415.148926	97.10000000000001	237992.10000000003
417.590332	91.5	224266.5
420.031738	86.19999999999999	211276.2
422.47314500000005	81.4	199511.4
424.914551	77.0	188727.0
427.355957	73.0	178923.0
429.797363	69.4	170099.4
432.23877000000005	66.1	162011.1
434.680176	63.1	154658.10000000003
437.121582	60.5	148285.5
439.562988	57.99999999999999	142158.0
442.00439500000005	55.8	136765.8
444.445801	53.900000000000006	132108.9
446.887207	52.1	127697.1
449.328613	50.4	123530.39999999998
451.77002	49.0	120099.0
454.211426	47.60000000000001	116667.6
456.652832	46.3	113481.3
459.094238	45.2	110785.19999999998
461.535645	44.1	108089.1
463.977051	43.20000000000001	105883.19999999998
466.418457	42.4	103922.4
468.859863	41.5	101716.5
471.30127	40.6	99510.6
473.742676	39.89999999999999	97794.9
476.184082	39.2	96079.19999999998
478.625488	38.6	94608.6
481.066895	38.0	93138.0
483.508301	37.4	91667.4
485.949707	36.900000000000006	90441.9
488.391113	36.4	89216.4
490.83252	35.9	87990.9
493.273926	35.49999999999999	87010.5
495.715332	35.10000000000001	86030.09999999999
498.156738	34.7	85049.7
500.598145	34.3	84069.3
503.039551	34.0	83334.0
505.480957	33.699999999999996	82598.7
507.922363	33.4	81863.4
510.36377	33.2	81373.2
512.8051760000001	33.0	80883.00000000001
515.246582	32.8	80392.8
517.687988	32.6	79902.6
520.1293949999999	32.4	79412.4
522.5708010000001	32.2	78922.2
525.012207	32.1	78677.10000000002
527.453613	32.0	78432.0
529.8950199999999	31.900000000000002	78186.9
532.3364260000001	31.900000000000002	78186.9
534.777832	31.8	77941.8
537.2192379999999	31.8	77941.8
539.6606449999999	31.7	77696.7
542.1020510000001	31.7	77696.7
544.543457	31.7	77696.7
546.9848629999999	31.7	77696.7
549.4262699999999	31.7	77696.7
551.8676760000001	31.7	77696.7
554.309082	31.7	77696.7
556.7504879999999	31.7	77696.7
559.1918949999999	31.8	77941.8
561.6333010000001	31.8	77941.8
564.074707	31.8	77941.8
566.5161129999999	31.8	77941.8
568.9575199999999	31.8	77941.8
571.3989260000001	31.8	77941.8
573.840332	31.8	77941.8
576.2817379999999	31.8	77941.8
578.7231449999999	31.8	77941.8
581.1645510000001	31.7	77696.7
583.605957	31.7	77696.7
586.0473629999999	31.7	77696.7
588.4887699999999	31.6	77451.6
590.9301760000001	31.5	77206.50000000001
593.371582	31.4	76961.39999999998
595.8129879999999	31.3	76716.3
598.2543949999999	31.2	76471.2
600.6958010000001	31.0	75981.0
603.137207	30.9	75735.9
605.5786129999999	30.7	75245.7
608.0200199999999	30.599999999999998	75000.60000000002
610.4614260000001	30.4	74510.4
612.902832	30.2	74020.2
615.3442379999999	29.999999999999996	73530.0
617.7856449999999	29.8	73039.8
620.2270510000001	29.600000000000005	72549.6
622.668457	29.299999999999997	71814.3
625.1098629999999	29.1	71324.10000000002
627.5512699999999	28.9	70833.9
629.9926760000001	28.699999999999996	70343.7
632.434082	28.4	69608.4
634.8754879999999	28.2	69118.20000000001
637.3168949999999	28.000000000000004	68628.0
639.7583010000001	27.8	68137.8
642.199707	27.600000000000005	67647.60000000002
644.6411129999999	27.399999999999995	67157.4
647.0825199999999	27.2	66667.2
649.5239260000001	27.000000000000004	66177.0
651.965332	26.8	65686.8
654.4067379999999	26.700000000000003	65441.69999999999
656.8481449999999	26.5	64951.49999999999
659.2895510000001	26.3	64461.299999999996
661.730957	26.2	64216.19999999999
664.1723629999999	26.1	63971.100000000006
666.6137699999999	25.9	63480.899999999994
669.0551760000001	25.8	63235.80000000001
671.496582	25.700000000000003	62990.7
673.9379879999999	25.5	62500.5
676.3793949999999	25.400000000000002	62255.399999999994
678.8208010000001	25.3	62010.3
681.262207	25.2	61765.19999999999
683.7036129999999	25.1	61520.1
686.1450199999999	25.0	61275.0
688.5864260000001	25.0	61275.0
691.027832	24.9	61029.9
693.4692379999999	24.8	60784.80000000001
695.9106449999999	24.7	60539.7
698.3520510000001	24.7	60539.7
700.793457	24.6	60294.600000000006
703.2348629999999	24.5	60049.5
705.67627	24.5	60049.5
708.1176760000001	24.4	59804.4
710.559082	24.4	59804.4
713.000488	24.299999999999997	59559.30000000001
715.441895	24.2	59314.19999999999
717.8833010000001	24.2	59314.19999999999
720.324707	24.1	59069.100000000006
722.766113	24.1	59069.100000000006
725.20752	24.1	59069.100000000006
727.6489260000001	24.0	58824.0
730.090332	24.0	58824.0
732.531738	24.0	58824.0
734.973145	23.9	58578.899999999994
737.4145510000001	23.9	58578.899999999994
739.855957	23.9	58578.899999999994
742.297363	23.800000000000004	58333.8
744.73877	23.800000000000004	58333.8
747.1801760000001	23.800000000000004	58333.8
749.621582	23.800000000000004	58333.8
752.062988	23.7	58088.69999999999
754.504395	23.800000000000004	58333.8
756.9458010000001	23.7	58088.69999999999
759.387207	23.7	58088.69999999999
761.828613	23.7	58088.69999999999
764.27002	23.7	58088.69999999999
766.7114260000001	23.7	58088.69999999999
769.152832	23.7	58088.69999999999
771.594238	23.7	58088.69999999999
774.035645	23.7	58088.69999999999
776.4770510000001	23.7	58088.69999999999
778.918457	23.7	58088.69999999999
781.359863	23.7	58088.69999999999
783.80127	23.7	58088.69999999999
786.2426760000001	23.6	57843.6
788.684082	23.7	58088.69999999999
791.125488	23.7	58088.69999999999
793.566895	23.7	58088.69999999999
796.0083010000001	23.7	58088.69999999999
798.449707	23.7	58088.69999999999
800.891113	23.7	58088.69999999999
803.33252	23.800000000000004	58333.8
805.7739260000001	23.800000000000004	58333.8
808.215332	23.800000000000004	58333.8
810.656738	23.800000000000004	58333.8
813.098145	23.9	58578.899999999994
815.5395510000001	23.9	58578.899999999994
817.980957	23.9	58578.899999999994
820.422363	24.0	58824.0
822.86377	24.1	59069.100000000006
825.3051760000001	24.1	59069.100000000006
827.746582	24.2	59314.19999999999
830.187988	24.2	59314.19999999999
832.629395	24.2	59314.19999999999
835.0708010000001	24.299999999999997	59559.30000000001
837.512207	24.4	59804.4
839.953613	24.4	59804.4
842.39502	24.5	60049.5
844.8364260000001	24.6	60294.600000000006
847.277832	24.7	60539.7
849.719238	24.8	60784.80000000001
852.160645	24.8	60784.80000000001
854.6020510000001	24.9	61029.9
857.043457	25.0	61275.0
859.484863	25.1	61520.1
861.92627	25.2	61765.19999999999
864.3676760000001	25.3	62010.3
866.809082	25.5	62500.5
869.250488	25.5	62500.5
871.691895	25.700000000000003	62990.7
874.133301	25.8	63235.80000000001
876.574707	25.9	63480.899999999994
879.016113	26.000000000000004	63726.00000000001
881.45752	26.1	63971.100000000006
883.898926	26.3	64461.299999999996
886.340332	26.5	64951.49999999999
888.781738	26.6	65196.600000000006
891.223145	26.8	65686.8
893.664551	26.899999999999995	65931.90000000001
896.105957	27.1	66422.09999999999
898.547363	27.399999999999995	67157.4
900.98877	27.5	67402.5
903.430176	27.699999999999996	67892.7
905.871582	27.9	68382.9
908.312988	28.2	69118.20000000001
910.754395	28.4	69608.4
913.195801	28.699999999999996	70343.7
915.637207	28.9	70833.9
918.078613	29.2	71569.2
920.52002	29.5	72304.5
922.961426	29.8	73039.8
925.402832	30.1	73775.1
927.844238	30.5	74755.49999999999
930.285645	30.799999999999997	75490.8
932.727051	31.2	76471.2
935.168457	31.6	77451.6
937.609863	32.0	78432.0
940.05127	32.4	79412.4
942.492676	32.8	80392.8
944.934082	33.2	81373.2
